 4 50 1370 0.113497 0
 4 50 1370 0.115325 3
 4 50 1370 0.115390 2
 4 50 1370 0.115239 1
 4 100 4027 0.818590 0
 4 100 4027 0.818677 1
 4 100 4027 0.818740 2
 4 100 4027 0.818549 3
 4 200 10716 5.006458 1
 4 200 10716 5.009703 0
 4 200 10716 5.010279 3
 4 200 10716 5.007142 2
 4 300 18466 15.430950 1
 4 300 18466 15.430742 0
 4 300 18466 15.432242 2
 4 300 18466 15.432559 3
 4 400 26972 34.978394 1
 4 400 26972 34.982620 0
 4 400 26972 34.981047 3
 4 400 26972 34.982230 2
 4 500 35752 66.257115 0
 4 500 35752 66.268690 2
 4 500 35752 66.259960 3
 4 500 35752 66.260713 1
 4 600 44351 110.041794 1
 4 600 44351 110.041633 0
 4 600 44351 110.049684 3
 4 600 44351 110.051120 2
 4 700 52331 169.284299 0
 4 700 52331 169.284578 1
 4 700 52331 169.289871 2
 4 700 52331 169.293426 3
 4 800 59222 241.758432 1
 4 800 59222 241.747654 0
 4 800 59222 241.735033 3
 4 800 59222 241.750496 2
 4 900 64455 323.561281 0
 4 900 64455 323.597503 2
 4 900 64455 323.564862 1
 4 900 64455 323.582087 3
 4 1000 69645 418.569684 0
 4 1000 69645 418.551266 1
 4 1000 69645 418.538737 2
 4 1000 69645 418.560014 3
 4 1200 84887 721.215953 0
 4 1200 84887 721.207799 1
 4 1200 84887 721.202264 3
 4 1200 84887 721.191404 2
 8 50 1381 0.114099 1
 8 50 1381 0.114058 3
 8 50 1381 0.114033 0
 8 50 1381 0.114060 2
 8 50 1381 0.114259 4
 8 50 1381 0.114251 5
 8 50 1381 0.114175 6
 8 50 1381 0.114091 7
 8 100 4022 0.994640 0
 8 100 4022 0.994664 1
 8 100 4022 0.993919 4
 8 100 4022 0.994607 2
 8 100 4022 0.993920 5
 8 100 4022 0.994785 3
 8 100 4022 0.993772 6
 8 100 4022 0.993941 7
 8 200 10695 6.046043 1
 8 200 10695 6.046252 3
 8 200 10695 6.022244 6
 8 200 10695 6.022848 0
 8 200 10695 6.046316 5
 8 200 10695 6.046173 4
 8 200 10695 6.022511 7
 8 200 10695 6.046013 2
 8 300 18465 17.823718 0
 8 300 18465 17.823482 2
 8 300 18465 17.823598 3
 8 300 18465 17.823435 1
 8 300 18465 17.815995 6
 8 300 18465 17.816449 4
 8 300 18465 17.816115 7
 8 300 18465 17.815737 5
 8 400 26984 26.389064 2
 8 400 26984 26.389270 0
 8 400 26984 26.389012 6
 8 400 26984 26.388372 1
 8 400 26984 26.387510 5
 8 400 26984 26.393584 3
 8 400 26984 26.389463 7
 8 400 26984 26.389514 4
 8 500 35768 46.932213 0
 8 500 35768 46.933195 1
 8 500 35768 46.930775 6
 8 500 35768 46.932020 3
 8 500 35768 46.933451 2
 8 500 35768 46.933929 5
 8 500 35768 46.932664 7
 8 500 35768 46.933433 4
 8 600 44365 78.981064 2
 8 600 44365 78.980783 3
 8 600 44365 78.974759 5
 8 600 44365 78.978792 7
 8 600 44365 78.984798 1
 8 600 44365 78.979124 6
 8 600 44365 78.983849 0
 8 600 44365 78.979098 4
 8 700 52336 129.685227 2
 8 700 52336 129.694930 0
 8 700 52336 129.634604 4
 8 700 52336 129.695315 1
 8 700 52336 129.635172 5
 8 700 52336 129.693680 3
 8 700 52336 129.630840 6
 8 700 52336 129.631681 7
 8 800 59212 237.654150 1
 8 800 59212 237.648237 2
 8 800 59212 237.649872 3
 8 800 59212 237.647303 4
 8 800 59212 237.657106 0
 8 800 59212 237.646748 6
 8 800 59212 237.648728 5
 8 800 59212 237.647565 7
 8 900 64421 205.938952 2
 8 900 64421 205.937473 0
 8 900 64421 205.932757 1
 8 900 64421 205.944092 3
 8 900 64421 205.948888 4
 8 900 64421 205.927961 5
 8 900 64421 205.943024 7
 8 900 64421 205.930695 6
 8 1000 69744 266.803723 1
 8 1000 69744 266.807498 0
 8 1000 69744 266.803383 2
 8 1000 69744 266.807300 3
 8 1000 69744 266.800776 5
 8 1000 69744 266.795475 4
 8 1000 69744 266.791015 6
 8 1000 69744 266.794638 7
 8 1200 84973 694.368013 3
 8 1200 84973 694.345408 2
 8 1200 84973 694.361847 0
 8 1200 84973 694.346486 1
 8 1200 84973 694.192565 5
 8 1200 84973 694.180734 4
 8 1200 84973 694.180465 6
 8 1200 84973 694.182256 7
 8 800 59212 159.906699 2
 8 800 59212 159.938733 3
 8 800 59212 159.907198 1
 8 800 59212 159.903762 0
 8 800 59212 159.907239 5
 8 800 59212 159.912427 4
 8 800 59212 159.915945 6
 8 800 59212 159.924163 7
 8 1200 84973 453.574021 3
 8 1200 84973 453.529783 2
 8 1200 84973 453.567544 1
 8 1200 84973 453.526903 0
 8 1200 84973 453.545780 4
 8 1200 84973 453.553412 5
 8 1200 84973 453.587202 7
 8 1200 84973 453.534215 6
 4 2500 147091 6604.125974 3
 4 2500 147091 6604.406041 2
 4 2500 147091 6605.179611 1
 4 2500 147091 6605.290550 0
 10 200 10684 3.894997 3
 10 200 10684 3.895091 2
 10 200 10684 3.895293 0
 10 200 10684 3.895181 1
 10 200 10684 3.894926 5
 10 20 306 0.012091 1
 10 20 306 0.012019 0
 10 20 306 0.012176 7
 10 20 306 0.013285 1
 10 20 306 0.013294 2
 10 20 306 0.012896 6
 10 20 306 0.012911 7
 10 20 306 0.013258 4
 10 20 306 0.013011 5
 4 20 301 0.011628 2
 4 20 301 0.011633 3
 4 20 301 0.022852 1
 4 20 301 0.023276 0
 4 20 301 0.016534 3
 4 20 301 0.023690 2
 10 20 306 0.013252 1
 10 20 306 0.013574 4
 10 20 306 0.013206 7
 10 20 306 0.013618 2
 10 20 306 0.013497 5
 10 20 306 0.013467 3
 10 20 306 0.013537 6
 10 20 306 0.013722 0
 10 20 306 -1386157272.661447 0
 10 20 306 0.013465 4
 10 20 306 0.013472 3
 10 20 306 0.013371 7
 10 20 306 0.013109 0
 10 20 306 0.013376 5
 10 20 306 0.012900 1
 10 20 306 0.012744 6
 10 20 306 0.013466 2
 10 20 306 0.013262 3
 10 20 306 0.013262 4
 10 20 306 0.013163 5
 10 20 306 0.013266 2
 10 20 306 0.012920 7
 10 20 306 0.012805 0
 10 20 306 0.012857 1
 10 20 306 0.013156 6
 8 200 10695 4.194485 2
 8 200 10695 4.151794 0
 8 200 10695 4.177951 1
 8 200 10695 4.131421 6
 8 200 10695 4.131250 5
 8 200 10695 4.146704 7
 8 200 10695 4.130057 4
 8 200 10695 4.222992 3
 10 10 68 5.245567 5
 10 10 68 5.245389 9
 10 10 68 5.245577 4
 10 10 68 5.245416 7
 10 10 68 5.245404 2
 10 10 68 5.244867 6
 10 10 68 5.245572 1
 10 10 68 5.245315 3
 10 10 68 5.245435 0
 10 10 68 0.010005 8
 15 100 4002 5.957222 6
 15 100 4002 5.957596 7
 15 100 4002 5.953551 5
 15 100 4002 5.960645 9
 15 100 4002 5.957811 3
 15 100 4002 5.957687 10
 15 100 4002 5.957996 4
 15 100 4002 5.960913 1
 15 100 4002 5.962151 0
 15 100 4002 3.292385 8
 15 100 4002 5.965184 14
 15 100 4002 5.962616 11
 15 100 4002 5.963751 12
 15 100 4002 5.964015 13
 15 100 4002 5.993469 2
 10 100 4017 1.042936 7
 10 100 4017 1.042583 5
 10 100 4017 1.042873 1
 10 100 4017 1.042137 6
 10 100 4017 1.042329 9
 10 100 4017 1.042953 4
 10 100 4017 1.042724 3
 10 100 4017 1.042121 8
 10 100 4017 1.042957 0
 10 100 4017 1.042982 2
 11 100 4013 1.094782 6
 11 100 4013 1.094892 2
 11 100 4013 1.094954 3
 11 100 4013 1.094913 5
 11 100 4013 1.094624 1
 11 100 4013 1.094921 8
 11 100 4013 1.093897 7
 11 100 4013 1.094965 9
 11 100 4013 1.094542 0
 11 100 4013 1.095107 4
 11 100 4013 1.094124 10
 12 100 4012 1.010944 9
 12 100 4012 1.010220 1
 12 100 4012 1.010344 10
 12 100 4012 1.010673 4
 12 100 4012 1.010413 6
 12 100 4012 1.009720 7
 12 100 4012 1.010771 3
 12 100 4012 1.010841 2
 12 100 4012 1.009685 0
 12 100 4012 1.010818 5
 12 100 4012 1.010707 8
 12 100 4012 1.010579 11
 48 5000 177916 5192.501908 1
 48 5000 177916 5192.456696 8
 48 5000 177916 5192.489375 2
 48 5000 177916 5192.468899 0
 48 5000 177916 5192.460158 6
 48 5000 177916 5192.504103 4
 48 5000 177916 5192.515338 3
 48 5000 177916 5192.469044 5
 48 5000 177916 5192.479000 7
 48 5000 177916 5192.503375 9
 48 5000 177916 5189.907178 13
 48 5000 177916 5192.540791 12
 48 5000 177916 5192.558364 11
 48 5000 177916 5192.550909 10
 48 5000 177916 5192.568946 14
 48 5000 177916 5192.571320 15
 48 5000 177916 5192.428277 18
 48 5000 177916 5192.403413 19
 48 5000 177916 5195.014186 24
 48 5000 177916 5195.046390 20
 48 5000 177916 5195.019152 25
 48 5000 177916 5195.007857 27
 48 5000 177916 5195.012205 28
 48 5000 177916 5195.015423 30
 48 5000 177916 5192.456357 22
 48 5000 177916 5195.021661 21
 48 5000 177916 5195.021942 26
 48 5000 177916 5195.055252 31
 48 5000 177916 5194.922891 23
 48 5000 177916 5195.039174 29
 48 5000 177916 5195.067765 16
 48 5000 177916 5195.055321 17
 48 2000 130899 1179.016943 1
 48 2000 130899 1179.019032 6
 48 2000 130899 1179.051592 3
 48 2000 130899 1179.027291 2
 48 2000 130899 1179.030788 13
 48 2000 130899 1179.043582 5
 48 2000 130899 1179.038631 4
 48 2000 130899 1179.030371 14
 48 2000 130899 1179.042807 0
 48 2000 130899 1179.035121 8
 48 2000 130899 1179.021066 15
 48 2000 130899 1179.040786 11
 48 2000 130899 1179.031818 12
 48 2000 130899 1179.040991 10
 48 2000 130899 1179.037271 9
 48 2000 130899 1179.054984 7
 48 2000 130899 1179.263912 18
 48 2000 130899 1179.271447 23
 48 2000 130899 1179.268762 24
 48 2000 130899 1179.279148 21
 48 2000 130899 1179.273666 27
 48 2000 130899 1179.281167 19
 48 2000 130899 1179.271148 20
 48 2000 130899 1179.281046 22
 48 2000 130899 1179.271155 26
 48 2000 130899 1179.270637 25
 48 2000 130899 1179.273054 30
 48 2000 130899 1179.443163 28
 48 2000 130899 1179.433833 17
 48 2000 130899 1179.449221 36
 48 2000 130899 1179.432312 42
 48 2000 130899 1179.448841 16
 48 2000 130899 1179.467159 34
 48 2000 130899 1179.463725 35
 48 2000 130899 1179.466007 37
 48 2000 130899 1179.464061 39
 48 2000 130899 1179.447511 41
 48 2000 130899 1179.461572 38
 48 2000 130899 1179.445721 40
 48 2000 130899 1179.436417 44
 48 2000 130899 1179.432598 46
 48 2000 130899 1179.455516 43
 48 2000 130899 1179.518615 33
 48 2000 130899 1179.449726 47
 48 2000 130899 1179.498962 32
 10 100 4017 2.566601 3
 10 100 4017 2.566927 2
 10 100 4017 2.566702 7
 10 100 4017 2.564846 1
 10 100 4017 2.564850 4
 10 100 4017 2.566098 6
 10 100 4017 2.566663 8
 10 100 4017 2.566615 0
 10 100 4017 2.578463 9
 10 100 4017 2.579014 5
 10 50 1379 0.420816 6
 10 50 1379 0.421574 8
 10 50 1379 0.421542 2
 10 50 1379 0.420916 7
 10 50 1379 0.421578 9
 10 50 1379 0.420856 3
 10 50 1379 0.420807 4
 10 50 1379 0.420263 1
 10 50 1379 0.419679 5
 10 50 1379 0.420923 0
 10 300 18464 33.526982 5
 10 300 18464 33.530351 1
 10 300 18464 33.515429 6
 10 300 18464 33.515754 7
 10 300 18464 33.527827 8
 10 300 18464 33.528962 0
 10 300 18464 33.516863 9
 10 300 18464 33.529047 2
 10 300 18464 33.529944 3
 10 300 18464 33.529514 4
 10 400 26990 79.616739 0
 10 400 26990 79.619007 3
 10 400 26990 79.620660 6
 10 400 26990 79.620219 7
 10 400 26990 79.617209 1
 10 400 26990 79.617481 8
 10 400 26990 79.617265 9
 10 400 26990 79.619912 5
 10 400 26990 79.620027 4
 10 400 26990 79.620062 2
 10 200 10684 13.737088 9
 10 200 10684 13.738012 5
 10 200 10684 13.737198 6
 10 200 10684 13.728314 8
 10 200 10684 13.737961 4
 10 200 10684 13.738005 2
 10 200 10684 13.738061 3
 10 200 10684 13.728430 1
 10 200 10684 13.738122 0
 10 200 10684 13.737854 7
